drawing_id,metric,pre,post,diff,pct_change
32194362-1d64-4523-aea9-613bdcf85dd3,ratio,-0.290041,-0.652262,-0.362221,-124.88613678755762
32194362-1d64-4523-aea9-613bdcf85dd3,X Freq,1.40205,101.299,99.89695,7125.063300167612
32194362-1d64-4523-aea9-613bdcf85dd3,Residue theta-r,0.311314,0.0759592,-0.23535479999999998,-75.60045484623242
32194362-1d64-4523-aea9-613bdcf85dd3,tightness (Up),0.191202,0.0,-0.191202,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,Speed Power,19.429,18351.9,18332.471,94356.22523032581
32194362-1d64-4523-aea9-613bdcf85dd3,Pressure Freq,2.4584,0.0,-2.4584,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,1st order z cr,9.29648,2.36559,-6.930890000000001,-74.5539171815569
32194362-1d64-4523-aea9-613bdcf85dd3,Y Freq,1.34364,186.72,185.37636,13796.579440921676
32194362-1d64-4523-aea9-613bdcf85dd3,Y Power,0.000230669,0.0116633,0.011432631,4956.292783165488
32194362-1d64-4523-aea9-613bdcf85dd3,Sampling frequency,119.642,1121.41,1001.768,837.3046254659736
32194362-1d64-4523-aea9-613bdcf85dd3,Speed mean,109.796,1978.36,1868.5639999999999,1701.8507049437137
32194362-1d64-4523-aea9-613bdcf85dd3,Convergency,15.0,0.0,-15.0,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,Residue pr-t,0.203391,0.396534,0.193143,94.96142897178342
32194362-1d64-4523-aea9-613bdcf85dd3,1st order sm,1.9721,13.7704,11.798300000000001,598.2607372851276
32194362-1d64-4523-aea9-613bdcf85dd3,Ang Sp Power,2.25159e-05,1.92594e-06,-2.0589959999999998e-05,-91.44631127336682
32194362-1d64-4523-aea9-613bdcf85dd3,L hemi-pr,1.65038,0.973638,-0.676742,-41.00522303954241
32194362-1d64-4523-aea9-613bdcf85dd3,R-L hemi-pr,0.0325747,0.0555033,0.0229286,70.38775491408977
32194362-1d64-4523-aea9-613bdcf85dd3,Speed peak,268.98,30840.0,30571.02,11365.536471113093
32194362-1d64-4523-aea9-613bdcf85dd3,Residue sp-t,0.410002,32.528,32.117998,7833.6198360008
32194362-1d64-4523-aea9-613bdcf85dd3,Speed Freq,0.58419,24.6404,24.05621,4117.874321710403
32194362-1d64-4523-aea9-613bdcf85dd3,slope_3,-76.8873,-886.798,-809.9107,-1053.3738341702726
32194362-1d64-4523-aea9-613bdcf85dd3,tightness (Up-Lw),-0.00450679,0.0,0.00450679,100.0
32194362-1d64-4523-aea9-613bdcf85dd3,number of cycles,4.0,0.0,-4.0,-100.0
